IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
168.138.206.68,2052,2052,false,HKG,Asia Pacific,Hong Kong,144,5.20
131.186.43.107,2087,2087,true,HKG,Asia Pacific,Hong Kong,145,5.20
168.138.212.175,8443,8443,true,HKG,Asia Pacific,Hong Kong,229,5.20
151.145.69.174,2052,2052,false,HKG,Asia Pacific,Hong Kong,193,5.20
138.3.217.39,2087,2087,true,HKG,Asia Pacific,Hong Kong,140,5.20
138.2.20.230,80,80,false,HKG,Asia Pacific,Hong Kong,138,5.20
131.186.37.49,2083,2083,true,HKG,Asia Pacific,Hong Kong,225,5.19
150.230.219.168,2095,2095,false,NRT,Asia Pacific,Tokyo,121,5.19
150.230.212.87,2052,2052,false,LAX,North America,Los Angeles,183,5.19
131.186.40.31,8080,8080,false,HKG,Asia Pacific,Hong Kong,186,5.19
131.186.34.11,2095,2095,false,SIN,Asia Pacific,Singapore,157,5.19
168.138.212.74,2086,2086,false,SIN,Asia Pacific,Singapore,215,5.18
140.238.35.138,2053,2053,true,HKG,Asia Pacific,Hong Kong,140,5.18
168.138.196.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,193,5.18
140.83.36.42,8080,8080,false,LAX,North America,Los Angeles,246,5.18
158.101.155.158,2096,2096,true,LAX,North America,Los Angeles,204,5.17
138.2.18.11,2053,2053,true,NRT,Asia Pacific,Tokyo,164,5.17
140.238.39.21,8080,8080,false,LAX,North America,Los Angeles,234,5.17
132.145.122.95,2087,2087,true,NRT,Asia Pacific,Tokyo,121,5.17
131.186.59.94,8880,8880,false,SIN,Asia Pacific,Singapore,149,5.16
140.238.34.208,2096,2096,true,HKG,Asia Pacific,Hong Kong,149,5.16
150.230.105.53,2052,2052,false,LAX,North America,Los Angeles,180,5.15
151.145.69.174,2053,2053,true,SIN,Asia Pacific,Singapore,208,5.15
131.186.47.223,8443,8443,true,LAX,North America,Los Angeles,179,5.14
151.145.74.56,2082,2082,false,NRT,Asia Pacific,Tokyo,122,5.14
131.186.63.184,8080,8080,false,LAX,North America,Los Angeles,186,5.14
138.2.29.102,2095,2095,false,NRT,Asia Pacific,Tokyo,78,5.13
132.145.114.4,2083,2083,true,NRT,Asia Pacific,Tokyo,139,5.13
138.2.10.251,8080,8080,false,SIN,Asia Pacific,Singapore,156,5.13
132.145.121.247,2087,2087,true,HKG,Asia Pacific,Hong Kong,176,5.12
132.145.121.175,8880,8880,false,SIN,Asia Pacific,Singapore,157,5.12
131.186.34.11,2083,2083,true,HKG,Asia Pacific,Hong Kong,189,5.12
138.2.7.72,2083,2083,true,NRT,Asia Pacific,Tokyo,78,5.12
158.101.150.126,8443,8443,true,HKG,Asia Pacific,Hong Kong,228,5.12
158.101.150.74,2083,2083,true,SIN,Asia Pacific,Singapore,203,5.12
138.2.7.72,2053,2053,true,SIN,Asia Pacific,Singapore,170,5.11
140.238.54.166,2053,2053,true,LAX,North America,Los Angeles,181,5.11
140.238.50.32,2082,2082,false,NRT,Asia Pacific,Tokyo,76,5.11
140.238.52.141,8080,8080,false,SIN,Asia Pacific,Singapore,148,5.10
138.2.31.68,80,80,false,HKG,Asia Pacific,Hong Kong,179,5.09
150.230.212.87,2053,2053,true,SIN,Asia Pacific,Singapore,155,5.09
151.145.65.203,2082,2082,false,HKG,Asia Pacific,Hong Kong,195,5.08
141.147.178.135,8443,8443,true,HKG,Asia Pacific,Hong Kong,200,5.08
168.138.195.31,2083,2083,true,LAX,North America,Los Angeles,281,5.08
132.226.9.173,2086,2086,false,HKG,Asia Pacific,Hong Kong,138,5.08
132.145.112.168,2095,2095,false,HKG,Asia Pacific,Hong Kong,194,5.08
138.3.222.204,2086,2086,false,HKG,Asia Pacific,Hong Kong,142,5.08
132.145.121.175,2052,2052,false,HKG,Asia Pacific,Hong Kong,190,5.07
131.186.62.26,2095,2095,false,LAX,North America,Los Angeles,180,5.06
140.238.39.33,2053,2053,true,LAX,North America,Los Angeles,258,5.06
138.2.8.232,2082,2082,false,SIN,Asia Pacific,Singapore,209,5.06
138.2.29.250,2095,2095,false,HKG,Asia Pacific,Hong Kong,196,5.06
158.101.155.158,2082,2082,false,NRT,Asia Pacific,Tokyo,78,5.04
150.230.208.83,2087,2087,true,HKG,Asia Pacific,Hong Kong,197,5.04
131.186.40.31,2087,2087,true,HKG,Asia Pacific,Hong Kong,145,5.03
138.2.10.251,2053,2053,true,LAX,North America,Los Angeles,190,5.03
140.238.35.138,8880,8880,false,HKG,Asia Pacific,Hong Kong,143,5.03
158.101.140.154,80,80,false,LAX,North America,Los Angeles,185,5.03
140.238.35.138,80,80,false,NRT,Asia Pacific,Tokyo,121,5.03
131.186.60.162,2096,2096,true,HKG,Asia Pacific,Hong Kong,301,5.03
158.101.154.70,2052,2052,false,NRT,Asia Pacific,Tokyo,121,5.03
132.145.112.168,2087,2087,true,SIN,Asia Pacific,Singapore,207,5.03
150.230.214.218,2052,2052,false,SIN,Asia Pacific,Singapore,201,5.03
140.83.37.145,2096,2096,true,HKG,Asia Pacific,Hong Kong,141,5.03
140.238.62.12,2095,2095,false,SIN,Asia Pacific,Singapore,201,5.02
140.238.60.177,2086,2086,false,SIN,Asia Pacific,Singapore,147,5.02
168.138.215.188,2083,2083,true,NRT,Asia Pacific,Tokyo,109,5.02
131.186.61.45,8443,8443,true,LAX,North America,Los Angeles,188,5.02
192.9.246.112,8443,443,true,SJC,North America,San Jose,190,5.02
138.2.8.232,80,80,false,SIN,Asia Pacific,Singapore,157,5.01
140.238.50.32,2052,2052,false,SIN,Asia Pacific,Singapore,204,5.01
140.238.50.32,8443,8443,true,SIN,Asia Pacific,Singapore,178,5.01
140.238.41.253,2052,2052,false,SIN,Asia Pacific,Singapore,163,5.00
132.145.114.14,80,80,false,LAX,North America,Los Angeles,190,4.99
141.147.186.210,8443,8443,true,HKG,Asia Pacific,Hong Kong,140,4.99
138.2.6.15,8443,8443,true,SIN,Asia Pacific,Singapore,173,4.99
138.3.217.39,8080,8080,false,LAX,North America,Los Angeles,183,4.99
140.238.39.33,2087,2087,true,SIN,Asia Pacific,Singapore,194,4.98
168.138.212.40,2086,2086,false,SIN,Asia Pacific,Singapore,148,4.96
158.101.131.218,2096,2096,true,HKG,Asia Pacific,Hong Kong,182,4.96
131.186.37.191,2082,2082,false,LAX,North America,Los Angeles,185,4.96
140.83.37.200,2082,2082,false,SIN,Asia Pacific,Singapore,198,4.96
131.186.63.35,2053,2053,true,HKG,Asia Pacific,Hong Kong,249,4.95
138.2.21.31,8080,8080,false,HKG,Asia Pacific,Hong Kong,138,4.95
140.238.51.89,2096,2096,true,LAX,North America,Los Angeles,290,4.95
138.2.20.230,2087,2087,true,HKG,Asia Pacific,Hong Kong,211,4.95
138.3.223.50,8880,8880,false,SIN,Asia Pacific,Singapore,200,4.95
158.101.152.221,2082,2082,false,HKG,Asia Pacific,Hong Kong,192,4.94
131.186.40.31,2096,2096,true,HKG,Asia Pacific,Hong Kong,215,4.94
138.2.31.68,2086,2086,false,HKG,Asia Pacific,Hong Kong,136,4.94
132.145.120.197,80,80,false,SIN,Asia Pacific,Singapore,211,4.94
140.238.40.136,8880,8880,false,NRT,Asia Pacific,Tokyo,129,4.94
140.238.41.253,2053,2053,true,SIN,Asia Pacific,Singapore,263,4.94
89.168.118.76,443,443,true,FRA,Europe,Frankfurt,178,4.94
140.238.40.136,2087,2087,true,SIN,Asia Pacific,Singapore,249,4.93
132.145.123.143,2083,2083,true,HKG,Asia Pacific,Hong Kong,149,4.92
131.186.59.94,2053,2053,true,NRT,Asia Pacific,Tokyo,131,4.92
150.230.208.83,80,80,false,HKG,Asia Pacific,Hong Kong,146,4.92
132.145.113.148,2087,2087,true,HKG,Asia Pacific,Hong Kong,214,4.92
140.238.50.32,2083,2083,true,SIN,Asia Pacific,Singapore,200,4.92
132.145.126.21,2052,2052,false,NRT,Asia Pacific,Tokyo,81,4.91
131.186.38.135,2095,2095,false,HKG,Asia Pacific,Hong Kong,142,4.91
168.138.212.74,2096,2096,true,LAX,North America,Los Angeles,183,4.91
158.101.146.160,8080,8080,false,HKG,Asia Pacific,Hong Kong,196,4.91
138.3.210.114,2095,2095,false,LAX,North America,Los Angeles,236,4.90
138.2.10.251,2086,2086,false,SIN,Asia Pacific,Singapore,204,4.90
151.145.69.174,2095,2095,false,HKG,Asia Pacific,Hong Kong,140,4.89
150.230.208.83,2083,2083,true,HKG,Asia Pacific,Hong Kong,139,4.89
131.186.44.38,8880,8880,false,SIN,Asia Pacific,Singapore,202,4.89
132.145.121.34,8080,8080,false,LAX,North America,Los Angeles,183,4.89
132.145.121.123,2083,2083,true,SIN,Asia Pacific,Singapore,206,4.88
132.145.121.242,8443,8443,true,HKG,Asia Pacific,Hong Kong,153,4.87
168.138.202.145,80,80,false,NRT,Asia Pacific,Tokyo,73,4.87
158.101.155.115,2082,2082,false,HKG,Asia Pacific,Hong Kong,155,4.87
131.186.39.42,2096,2096,true,NRT,Asia Pacific,Tokyo,135,4.87
132.145.123.238,80,80,false,HKG,Asia Pacific,Hong Kong,144,4.86
140.238.35.78,8880,8880,false,SIN,Asia Pacific,Singapore,208,4.86
150.230.201.162,8080,8080,false,HKG,Asia Pacific,Hong Kong,191,4.86
150.230.213.95,2087,2087,true,LAX,North America,Los Angeles,241,4.86
168.138.211.131,2087,2087,true,HKG,Asia Pacific,Hong Kong,226,4.85
132.145.121.242,2053,2053,true,HKG,Asia Pacific,Hong Kong,142,4.85
168.138.212.40,2083,2083,true,NRT,Asia Pacific,Tokyo,170,4.85
168.138.196.164,2053,2053,true,HKG,Asia Pacific,Hong Kong,189,4.85
151.145.65.8,8880,8880,false,NRT,Asia Pacific,Tokyo,121,4.85
138.2.10.251,8880,8880,false,LAX,North America,Los Angeles,189,4.85
140.238.51.89,2053,2053,true,HKG,Asia Pacific,Hong Kong,152,4.85
131.186.34.11,2096,2096,true,HKG,Asia Pacific,Hong Kong,161,4.84
138.3.212.162,8080,8080,false,NRT,Asia Pacific,Tokyo,127,4.84
141.147.179.64,8443,8443,true,NRT,Asia Pacific,Tokyo,126,4.84
131.186.36.248,8443,8443,true,NRT,Asia Pacific,Tokyo,157,4.84
150.230.208.83,2096,2096,true,SIN,Asia Pacific,Singapore,204,4.84
140.238.39.33,2096,2096,true,LAX,North America,Los Angeles,240,4.84
84.235.169.234,443,443,true,AMS,Europe,Amsterdam,173,4.83
140.238.35.195,8880,8880,false,HKG,Asia Pacific,Hong Kong,144,4.83
146.56.132.247,443,443,true,SIN,Asia Pacific,Singapore,129,4.83
132.145.125.165,2053,2053,true,NRT,Asia Pacific,Tokyo,136,4.82
138.3.210.114,2086,2086,false,HKG,Asia Pacific,Hong Kong,146,4.82
138.3.215.11,2053,2053,true,HKG,Asia Pacific,Hong Kong,188,4.82
158.101.149.81,2087,2087,true,NRT,Asia Pacific,Tokyo,158,4.81
143.47.243.144,8443,443,true,LHR,Europe,London,160,4.81
138.3.214.43,8443,8443,true,LAX,North America,Los Angeles,187,4.81
150.230.212.87,2096,2096,true,LAX,North America,Los Angeles,184,4.81
140.238.61.224,8080,8080,false,NRT,Asia Pacific,Tokyo,75,4.81
132.145.125.86,2087,2087,true,LAX,North America,Los Angeles,190,4.80
129.151.152.254,80,80,false,AMS,Europe,Amsterdam,174,4.80
158.101.150.74,2086,2086,false,SIN,Asia Pacific,Singapore,158,4.79
140.238.39.33,80,80,false,SIN,Asia Pacific,Singapore,204,4.79
138.2.18.11,80,80,false,LAX,North America,Los Angeles,180,4.79
140.238.44.118,2086,2086,false,HKG,Asia Pacific,Hong Kong,197,4.79
131.186.43.107,2052,2052,false,LAX,North America,Los Angeles,186,4.79
168.138.202.169,2083,2083,true,NRT,Asia Pacific,Tokyo,122,4.78
151.145.66.219,8080,8080,false,NRT,Asia Pacific,Tokyo,79,4.78
140.238.48.97,80,80,false,LAX,North America,Los Angeles,181,4.78
138.2.18.11,8880,8880,false,SIN,Asia Pacific,Singapore,158,4.77
150.230.199.118,2053,2053,true,HKG,Asia Pacific,Hong Kong,195,4.77
138.2.18.184,80,80,false,HKG,Asia Pacific,Hong Kong,141,4.76
131.186.47.255,8880,8880,false,SIN,Asia Pacific,Singapore,214,4.76
140.238.58.42,2053,2053,true,LAX,North America,Los Angeles,287,4.76
138.2.31.68,2053,2053,true,HKG,Asia Pacific,Hong Kong,194,4.76
132.226.10.65,443,443,true,HKG,Asia Pacific,Hong Kong,78,4.75
158.101.146.160,2087,2087,true,HKG,Asia Pacific,Hong Kong,138,4.75
140.238.60.177,8443,8443,true,LAX,North America,Los Angeles,182,4.75
132.145.123.112,2082,2082,false,LAX,North America,Los Angeles,187,4.75
158.179.16.247,443,443,true,MEL,Oceania,Melbourne,127,4.75
132.226.6.5,80,80,false,HKG,Asia Pacific,Hong Kong,142,4.75
132.226.5.21,2086,2086,false,LAX,North America,Los Angeles,186,4.75
140.238.39.21,2096,2096,true,HKG,Asia Pacific,Hong Kong,174,4.75
131.186.40.31,2083,2083,true,HKG,Asia Pacific,Hong Kong,236,4.74
151.145.74.56,2053,2053,true,HKG,Asia Pacific,Hong Kong,184,4.74
150.230.196.73,2096,2096,true,NRT,Asia Pacific,Tokyo,74,4.73
131.186.59.232,2087,2087,true,HKG,Asia Pacific,Hong Kong,142,4.73
158.101.147.4,8880,8880,false,LAX,North America,Los Angeles,184,4.73
151.145.68.166,8880,8880,false,HKG,Asia Pacific,Hong Kong,144,4.73
138.2.10.251,8443,8443,true,HKG,Asia Pacific,Hong Kong,143,4.73
140.238.59.255,2096,2096,true,LAX,North America,Los Angeles,190,4.72
150.230.212.87,2087,2087,true,SIN,Asia Pacific,Singapore,219,4.72
131.186.34.244,8443,8443,true,HKG,Asia Pacific,Hong Kong,161,4.71
138.3.212.144,2086,2086,false,HKG,Asia Pacific,Hong Kong,189,4.70
140.238.35.195,2082,2082,false,HKG,Asia Pacific,Hong Kong,140,4.70
132.145.121.125,80,80,false,NRT,Asia Pacific,Tokyo,75,4.70
141.147.162.204,2082,2082,false,SIN,Asia Pacific,Singapore,158,4.70
132.145.114.4,2053,2053,true,HKG,Asia Pacific,Hong Kong,147,4.70
150.230.208.113,2096,2096,true,SIN,Asia Pacific,Singapore,164,4.69
131.186.63.35,8080,8080,false,LAX,North America,Los Angeles,186,4.69
151.145.70.28,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,4.69
150.230.219.83,2086,2086,false,HKG,Asia Pacific,Hong Kong,145,4.69
131.186.37.191,2052,2052,false,LAX,North America,Los Angeles,180,4.69
138.3.212.226,2086,2086,false,LAX,North America,Los Angeles,184,4.68
151.145.74.199,2096,2096,true,HKG,Asia Pacific,Hong Kong,196,4.68
158.101.131.218,80,80,false,LAX,North America,Los Angeles,227,4.67
150.230.212.213,2087,2087,true,HKG,Asia Pacific,Hong Kong,190,4.67
140.238.58.42,8443,8443,true,LAX,North America,Los Angeles,183,4.66
158.101.158.238,8443,8443,true,HKG,Asia Pacific,Hong Kong,252,4.66
158.101.142.200,8443,443,true,NRT,Asia Pacific,Tokyo,134,4.66
168.138.211.188,80,80,false,HKG,Asia Pacific,Hong Kong,179,4.66
141.147.174.190,2096,2096,true,HKG,Asia Pacific,Hong Kong,186,4.66
158.101.159.181,2083,2083,true,LAX,North America,Los Angeles,191,4.66
140.238.62.12,2086,2086,false,HKG,Asia Pacific,Hong Kong,138,4.65
158.101.144.34,8880,8880,false,HKG,Asia Pacific,Hong Kong,195,4.65
132.145.121.34,2082,2082,false,LAX,North America,Los Angeles,233,4.65
150.230.212.87,2082,2082,false,SIN,Asia Pacific,Singapore,148,4.65
150.230.204.117,8443,8443,true,LAX,North America,Los Angeles,256,4.64
168.138.192.185,2052,2052,false,HKG,Asia Pacific,Hong Kong,150,4.64
168.138.208.17,2083,2083,true,NRT,Asia Pacific,Tokyo,84,4.63
150.230.212.87,8080,8080,false,HKG,Asia Pacific,Hong Kong,138,4.63
140.83.36.42,2052,2052,false,HKG,Asia Pacific,Hong Kong,194,4.63
138.3.212.226,2096,2096,true,HKG,Asia Pacific,Hong Kong,140,4.62
141.147.160.86,2086,2086,false,HKG,Asia Pacific,Hong Kong,142,4.62
150.230.101.13,2086,2086,false,SIN,Asia Pacific,Singapore,195,4.62
150.230.208.83,2053,2053,true,SIN,Asia Pacific,Singapore,147,4.62
131.186.45.88,2096,2096,true,NRT,Asia Pacific,Tokyo,141,4.62
132.145.123.112,2086,2086,false,SIN,Asia Pacific,Singapore,146,4.62
140.238.35.195,80,80,false,HKG,Asia Pacific,Hong Kong,143,4.62
158.101.159.181,2087,2087,true,HKG,Asia Pacific,Hong Kong,156,4.61
140.238.35.138,2086,2086,false,LAX,North America,Los Angeles,239,4.61
140.238.48.97,2095,2095,false,LAX,North America,Los Angeles,184,4.61
132.145.125.86,80,80,false,SIN,Asia Pacific,Singapore,157,4.61
158.101.146.160,80,80,false,HKG,Asia Pacific,Hong Kong,187,4.61
158.101.149.122,80,80,false,NRT,Asia Pacific,Tokyo,133,4.60
151.145.69.105,2053,2053,true,HKG,Asia Pacific,Hong Kong,187,4.60
140.238.35.138,2096,2096,true,SIN,Asia Pacific,Singapore,224,4.60
131.186.62.26,8080,8080,false,LAX,North America,Los Angeles,182,4.60
158.101.136.239,80,80,false,SIN,Asia Pacific,Singapore,160,4.59
138.3.212.144,8080,8080,false,SIN,Asia Pacific,Singapore,159,4.59
138.2.129.66,443,443,true,FRA,Europe,Frankfurt,239,4.58
168.138.205.38,2053,2053,true,HKG,Asia Pacific,Hong Kong,213,4.58
158.101.152.221,2083,2083,true,LAX,North America,Los Angeles,184,4.58
158.101.140.255,8080,8080,false,SIN,Asia Pacific,Singapore,151,4.58
158.101.140.255,2052,2052,false,LAX,North America,Los Angeles,181,4.58
140.238.40.136,2082,2082,false,HKG,Asia Pacific,Hong Kong,140,4.57
140.238.50.32,80,80,false,SIN,Asia Pacific,Singapore,209,4.57
131.186.37.49,2095,2095,false,SIN,Asia Pacific,Singapore,154,4.56
141.147.175.230,8443,8443,true,SIN,Asia Pacific,Singapore,199,4.56
168.138.217.146,2095,2095,false,NRT,Asia Pacific,Tokyo,129,4.55
141.147.47.32,8443,443,true,FRA,Europe,Frankfurt,170,4.55
140.238.59.255,2053,2053,true,SIN,Asia Pacific,Singapore,161,4.55
158.101.149.122,8880,8880,false,HKG,Asia Pacific,Hong Kong,140,4.54
140.238.54.149,8880,8880,false,LAX,North America,Los Angeles,186,4.54
132.226.5.21,8880,8880,false,LAX,North America,Los Angeles,233,4.54
158.101.89.33,2052,2052,false,HKG,Asia Pacific,Hong Kong,190,4.54
141.148.229.106,443,443,true,AMS,Europe,Amsterdam,200,4.53
140.238.35.195,2096,2096,true,SIN,Asia Pacific,Singapore,231,4.53
143.47.243.144,2053,443,true,LHR,Europe,London,181,4.53
151.145.71.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,188,4.52
141.147.160.86,80,80,false,HKG,Asia Pacific,Hong Kong,143,4.52
140.238.39.87,2052,2052,false,LAX,North America,Los Angeles,229,4.52
158.101.139.42,2087,2087,true,SIN,Asia Pacific,Singapore,183,4.51
158.101.140.255,2087,2087,true,HKG,Asia Pacific,Hong Kong,236,4.51
168.138.200.159,2052,2052,false,SIN,Asia Pacific,Singapore,208,4.49
168.138.217.146,80,80,false,HKG,Asia Pacific,Hong Kong,189,4.49
132.145.120.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,143,4.48
138.3.220.4,2095,2095,false,LAX,North America,Los Angeles,189,4.48
141.147.191.132,8443,8443,true,HKG,Asia Pacific,Hong Kong,142,4.47
150.230.208.113,8080,8080,false,HKG,Asia Pacific,Hong Kong,142,4.45
140.238.44.118,2082,2082,false,NRT,Asia Pacific,Tokyo,132,4.45
150.230.214.218,2083,2083,true,HKG,Asia Pacific,Hong Kong,195,4.45
158.101.145.246,2052,2052,false,SIN,Asia Pacific,Singapore,157,4.45
158.101.81.4,2095,2095,false,HKG,Asia Pacific,Hong Kong,197,4.45
132.145.115.17,2087,2087,true,NRT,Asia Pacific,Tokyo,98,4.44
158.101.146.165,2052,2052,false,LAX,North America,Los Angeles,180,4.44
168.138.196.237,2087,2087,true,SIN,Asia Pacific,Singapore,241,4.43
132.145.121.247,2052,2052,false,HKG,Asia Pacific,Hong Kong,195,4.43
150.230.221.114,2096,2096,true,HKG,Asia Pacific,Hong Kong,188,4.43
150.230.192.173,2083,2083,true,LAX,North America,Los Angeles,198,4.43
140.238.54.149,2086,2086,false,SIN,Asia Pacific,Singapore,200,4.42
138.3.211.101,2086,2086,false,HKG,Asia Pacific,Hong Kong,196,4.42
131.186.45.88,8443,8443,true,NRT,Asia Pacific,Tokyo,191,4.42
150.230.193.89,2096,2096,true,NRT,Asia Pacific,Tokyo,129,4.42
138.3.212.144,2083,2083,true,HKG,Asia Pacific,Hong Kong,141,4.42
140.238.39.87,8443,8443,true,LAX,North America,Los Angeles,214,4.41
168.138.194.121,2052,2052,false,NRT,Asia Pacific,Tokyo,77,4.41
140.238.34.208,2095,2095,false,SIN,Asia Pacific,Singapore,155,4.40
138.2.14.209,2053,2053,true,HKG,Asia Pacific,Hong Kong,163,4.40
131.186.47.255,2083,2083,true,NRT,Asia Pacific,Tokyo,121,4.40
138.2.24.114,80,80,false,HKG,Asia Pacific,Hong Kong,146,4.40
138.2.29.102,8080,8080,false,LAX,North America,Los Angeles,240,4.39
138.3.223.50,2052,2052,false,HKG,Asia Pacific,Hong Kong,199,4.39
140.238.41.253,2083,2083,true,HKG,Asia Pacific,Hong Kong,145,4.39
150.230.200.210,2096,2096,true,SIN,Asia Pacific,Singapore,158,4.38
168.138.215.188,2087,2087,true,NRT,Asia Pacific,Tokyo,96,4.38
143.47.232.138,443,443,true,FRA,Europe,Frankfurt,198,4.37
138.2.14.164,8880,8880,false,LAX,North America,Los Angeles,183,4.37
150.230.196.73,8080,8080,false,NRT,Asia Pacific,Tokyo,125,4.37
168.138.211.188,2086,2086,false,HKG,Asia Pacific,Hong Kong,135,4.37
158.101.155.158,2087,2087,true,HKG,Asia Pacific,Hong Kong,164,4.37
132.145.120.182,2053,2053,true,HKG,Asia Pacific,Hong Kong,142,4.36
150.230.204.117,2096,2096,true,HKG,Asia Pacific,Hong Kong,155,4.36
138.3.217.39,2082,2082,false,LAX,North America,Los Angeles,184,4.35
138.2.13.133,2052,2052,false,SIN,Asia Pacific,Singapore,155,4.34
140.238.39.21,2082,2082,false,SIN,Asia Pacific,Singapore,204,4.34
138.2.18.184,443,443,true,HKG,Asia Pacific,Hong Kong,471,4.33
158.101.152.221,2095,2095,false,LAX,North America,Los Angeles,235,4.33
138.3.217.39,2052,2052,false,SIN,Asia Pacific,Singapore,194,4.33
131.186.37.191,2053,2053,true,NRT,Asia Pacific,Tokyo,77,4.32
168.138.195.31,2053,2053,true,LAX,North America,Los Angeles,181,4.32
140.238.32.238,2052,2052,false,HKG,Asia Pacific,Hong Kong,140,4.32
132.145.120.103,2083,2083,true,HKG,Asia Pacific,Hong Kong,188,4.31
140.238.35.78,2095,2095,false,HKG,Asia Pacific,Hong Kong,146,4.31
158.101.137.74,2053,2053,true,SIN,Asia Pacific,Singapore,175,4.31
140.238.52.81,8880,8880,false,HKG,Asia Pacific,Hong Kong,143,4.30
141.147.160.86,8880,8880,false,SIN,Asia Pacific,Singapore,209,4.30
168.138.200.155,2052,2052,false,HKG,Asia Pacific,Hong Kong,195,4.29
132.226.13.229,8443,443,true,NRT,Asia Pacific,Tokyo,83,4.29
168.138.213.210,2052,2052,false,LAX,North America,Los Angeles,194,4.29
138.3.211.101,2082,2082,false,HKG,Asia Pacific,Hong Kong,186,4.28
131.186.45.88,2052,2052,false,SIN,Asia Pacific,Singapore,157,4.28
158.101.147.4,2083,2083,true,HKG,Asia Pacific,Hong Kong,159,4.28
158.101.144.34,2096,2096,true,LAX,North America,Los Angeles,267,4.28
132.145.123.143,80,80,false,NRT,Asia Pacific,Tokyo,78,4.28
140.238.54.182,2083,2083,true,LAX,North America,Los Angeles,213,4.27
138.3.211.101,8443,8443,true,HKG,Asia Pacific,Hong Kong,140,4.26
141.147.168.159,8080,8080,false,SIN,Asia Pacific,Singapore,159,4.25
131.186.28.236,443,443,true,SIN,Asia Pacific,Singapore,148,4.25
150.230.219.168,2052,2052,false,HKG,Asia Pacific,Hong Kong,196,4.24
131.186.63.127,2083,2083,true,LAX,North America,Los Angeles,211,4.24
140.238.34.208,2082,2082,false,HKG,Asia Pacific,Hong Kong,152,4.24
150.230.216.34,2087,2087,true,LAX,North America,Los Angeles,185,4.24
138.2.14.164,8080,8080,false,HKG,Asia Pacific,Hong Kong,195,4.23
151.145.65.203,2083,2083,true,NRT,Asia Pacific,Tokyo,127,4.23
168.138.212.74,2083,2083,true,HKG,Asia Pacific,Hong Kong,215,4.23
141.147.189.242,2087,2087,true,HKG,Asia Pacific,Hong Kong,142,4.23
132.145.120.182,80,80,false,LAX,North America,Los Angeles,238,4.23
151.145.69.174,8443,8443,true,HKG,Asia Pacific,Hong Kong,189,4.22
131.186.34.11,2082,2082,false,NRT,Asia Pacific,Tokyo,120,4.21
131.186.34.11,8443,8443,true,HKG,Asia Pacific,Hong Kong,225,4.21
131.186.60.162,2086,2086,false,SIN,Asia Pacific,Singapore,153,4.21
132.145.121.175,8443,8443,true,HKG,Asia Pacific,Hong Kong,296,4.21
131.186.43.107,8443,8443,true,HKG,Asia Pacific,Hong Kong,180,4.21
158.101.159.181,2096,2096,true,SIN,Asia Pacific,Singapore,161,4.20
131.186.44.38,2082,2082,false,HKG,Asia Pacific,Hong Kong,138,4.19
168.138.207.64,2095,2095,false,HKG,Asia Pacific,Hong Kong,142,4.19
131.186.37.49,8443,8443,true,HKG,Asia Pacific,Hong Kong,227,4.19
158.101.147.4,2095,2095,false,HKG,Asia Pacific,Hong Kong,140,4.19
158.101.152.221,8080,8080,false,HKG,Asia Pacific,Hong Kong,141,4.19
168.138.200.155,2096,2096,true,LAX,North America,Los Angeles,181,4.18
131.186.38.135,2052,2052,false,HKG,Asia Pacific,Hong Kong,140,4.18
140.238.54.182,2053,2053,true,HKG,Asia Pacific,Hong Kong,164,4.18
140.238.62.12,2082,2082,false,HKG,Asia Pacific,Hong Kong,194,4.18
141.147.186.210,2096,2096,true,HKG,Asia Pacific,Hong Kong,142,4.17
132.145.125.86,2083,2083,true,LAX,North America,Los Angeles,190,4.17
151.145.69.105,8880,8880,false,HKG,Asia Pacific,Hong Kong,135,4.16
131.186.37.49,2087,2087,true,HKG,Asia Pacific,Hong Kong,139,4.15
168.138.194.121,2096,2096,true,SIN,Asia Pacific,Singapore,234,4.15
132.145.117.216,2083,2083,true,LAX,North America,Los Angeles,227,4.15
131.186.34.244,8880,8880,false,LAX,North America,Los Angeles,237,4.15
168.138.209.84,2053,2053,true,HKG,Asia Pacific,Hong Kong,208,4.14
168.138.205.38,2086,2086,false,NRT,Asia Pacific,Tokyo,75,4.14
193.123.233.143,2083,80,false,HKG,Asia Pacific,Hong Kong,113,4.14
138.3.222.204,8080,8080,false,LAX,North America,Los Angeles,194,4.14
131.186.62.26,80,80,false,LAX,North America,Los Angeles,233,4.14
132.145.113.148,8880,8880,false,SIN,Asia Pacific,Singapore,192,4.12
158.178.240.144,443,443,true,SIN,Asia Pacific,Singapore,53,4.12
132.145.121.123,2052,2052,false,LAX,North America,Los Angeles,185,4.12
138.3.223.50,2082,2082,false,HKG,Asia Pacific,Hong Kong,188,4.11
168.138.195.31,8443,8443,true,LAX,North America,Los Angeles,236,4.11
131.186.34.244,8080,8080,false,SIN,Asia Pacific,Singapore,147,4.11
150.230.205.56,2052,2052,false,SIN,Asia Pacific,Singapore,193,4.10
150.230.219.83,2082,2082,false,LAX,North America,Los Angeles,231,4.10
